,ROUTE,Number_of_Trips,Average_Actual_distance_to_destination,#source_states,#destination_states,destination_states,source_states,source_cities,route_type,destination_cities
463,Bengaluru -- Bengaluru,13.0,20.949935617509787,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
464,Gurgaon -- Delhi,13.0,32.52777963703116,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
465,Wardha Deoli -- Deoli Yavatmal,13.0,48.62286665501511,1,1,Maharashtra,Maharashtra,Wardha Deoli,FTL,Deoli Yavatmal
466,Sonipat -- Chandigarh,13.0,174.3823914550598,1,1,Punjab,Haryana,Sonipat,FTL,Chandigarh
467,Del -- Sonipat,13.0,41.19259663914325,1,1,Haryana,Delhi,Del,Carting,Sonipat
468,Bhiwandi Mumbai -- Mumbai Bhiwandi,13.0,21.233547411045603,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
469,Bengaluru Kolar Mulbagal Chintamani -- Kolar Mulbagal Chintamani Bengaluru,13.0,139.7151234111799,1,1,Karnataka,Karnataka,Bengaluru Kolar Mulbagal Chintamani,Carting,Kolar Mulbagal Chintamani Bengaluru
470,Berhampore Morgram Rampurhat Ghanashyampur Kandi -- Morgram Rampurhat Khargram Berhampore Ghanashyampur,13.0,98.85241855298582,1,1,West Bengal,West Bengal,Berhampore Morgram Rampurhat Ghanashyampur Kandi,Carting,Morgram Rampurhat Khargram Berhampore Ghanashyampur
471,Bengaluru -- Bengaluru,13.0,42.32074312109666,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
472,SultnBthry Kalpetta Mananthavady -- Kalpetta Mananthavady SultnBthry,13.0,41.874368172974826,1,1,Kerala,Kerala,SultnBthry Kalpetta Mananthavady,Carting,Kalpetta Mananthavady SultnBthry
473,MAA Chennai -- Chennai MAA,13.0,74.66537193333066,1,1,Tamil Nadu,Tamil Nadu,MAA Chennai,Carting,Chennai MAA
474,Pune PNQ -- PNQ Pune,13.0,12.669999047873349,1,1,Maharashtra,Maharashtra,Pune PNQ,Carting,PNQ Pune
475,Pune -- Kolhapur,13.0,220.16477791220274,1,1,Maharashtra,Maharashtra,Pune,FTL,Kolhapur
476,Balasore Betnoti Udala Sankerko Baripada -- Betnoti Baripada Balasore Udala,13.0,56.48798237688848,1,1,Orissa,Orissa,Balasore Betnoti Udala Sankerko Baripada,FTL,Betnoti Baripada Balasore Udala
477,Mumbai -- Mumbai,13.0,9.277867901087017,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
478,Bengaluru -- HBR,13.0,21.393374036121692,1,1,Karnataka,Karnataka,Bengaluru,Carting,HBR
479,Bengaluru -- Bengaluru,13.0,39.6663956943934,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
480,Goa -- Pune,13.0,361.3761317242486,1,1,Maharashtra,Goa,Goa,FTL,Pune
481,Sonipat -- Gurgaon,13.0,72.22260060454924,1,1,Haryana,Haryana,Sonipat,Carting,Gurgaon
482,Bhiwandi -- Gurgaon,13.0,1078.2235077658631,1,1,Haryana,Maharashtra,Bhiwandi,FTL,Gurgaon
483,Dinhata Mainaguri Mathabhang -- Pundibari Mathabhang Dinhata CoochBehar,13.0,69.44844081481261,1,1,West Bengal,West Bengal,Dinhata Mainaguri Mathabhang,FTL,Pundibari Mathabhang Dinhata CoochBehar
484,Murshidabad Lalgola Ragunthgnj Jangipur Sagardighi -- Lalgola Ragunthgnj Jangipur Sagardighi Berhampore,13.0,88.1083838871451,1,1,West Bengal,West Bengal,Murshidabad Lalgola Ragunthgnj Jangipur Sagardighi,Carting,Lalgola Ragunthgnj Jangipur Sagardighi Berhampore
485,Surat -- Surat,13.0,12.735347893885217,1,1,Gujarat,Gujarat,Surat,Carting,Surat
486,Bengaluru -- Bengaluru,13.0,18.646283499993476,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
487,Chandigarh YamunaNagar PaontSahib Ambala -- YamunaNagar PaontSahib Chandigarh,13.0,140.8541257953519,3,3,Haryana Himachal Pradesh Punjab,Punjab Haryana Himachal Pradesh,Chandigarh YamunaNagar PaontSahib Ambala,FTL,YamunaNagar PaontSahib Chandigarh
488,Bengaluru -- HBR,13.0,21.190850345634885,1,1,Karnataka,Karnataka,Bengaluru,Carting,HBR
489,Berhampore Domkal Nazirpur Nowda -- Domkal Nazirpur Nowda Berhampore,13.0,90.33005069627052,1,1,West Bengal,West Bengal,Berhampore Domkal Nazirpur Nowda,Carting,Domkal Nazirpur Nowda Berhampore
490,Noida -- Noida,13.0,14.864558228113792,1,1,Uttar Pradesh,Uttar Pradesh,Noida,Carting,Noida
491,Masaurhi Jehanabad Rajgir BiharSarif Nawada -- Jehanabad BiharSarif Chandi Nawada Rajgir,13.0,116.6853666516851,1,1,Bihar,Bihar,Masaurhi Jehanabad Rajgir BiharSarif Nawada,FTL,Jehanabad BiharSarif Chandi Nawada Rajgir
492,Bengaluru -- Bengaluru,13.0,10.59730410640255,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
493,Manapparai Melur -- Melur Madurai,13.0,99.37726375215546,1,1,Tamil Nadu,Tamil Nadu,Manapparai Melur,FTL,Melur Madurai
494,Koyilandy Vadakara Kallachi Kozhikode -- Vadakara Kallachi Kuthuparamba Koyilandy,13.0,50.5026577983068,1,1,Kerala,Kerala,Koyilandy Vadakara Kallachi Kozhikode,Carting,Vadakara Kallachi Kuthuparamba Koyilandy
495,Junagadh Upleta Jetpur Dhoraji -- Jetpur Junagadh Dhoraji Upleta,13.0,48.865251566394754,1,1,Gujarat,Gujarat,Junagadh Upleta Jetpur Dhoraji,FTL,Jetpur Junagadh Dhoraji Upleta
496,Berhampore Katwa Chapra Nakashipara Plassey -- Katwa Chapra Nakashipara Plassey Berhampore,13.0,173.5228046183736,1,1,West Bengal,West Bengal,Berhampore Katwa Chapra Nakashipara Plassey,Carting,Katwa Chapra Nakashipara Plassey Berhampore
497,Sonipat Gajraula Rampur Amroha -- Gajraula Rampur Amroha Sonipat,13.0,361.39691780798927,2,2,Uttar Pradesh Haryana,Haryana Uttar Pradesh,Sonipat Gajraula Rampur Amroha,FTL,Gajraula Rampur Amroha Sonipat
498,MAA Bengaluru -- Bengaluru,13.0,283.08061059973164,2,1,Karnataka,Tamil Nadu Karnataka,MAA Bengaluru,FTL,Bengaluru
499,Bhiwandi -- Pune,13.0,101.12715846504221,1,1,Maharashtra,Maharashtra,Bhiwandi,FTL,Pune
500,Bhiwandi -- Mumbai,13.0,36.424754484123135,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
501,DehriSone AurngbadBR Sasaram -- AurngbadBR Sasaram DehriSone,13.0,46.88046289685355,1,1,Bihar,Bihar,DehriSone AurngbadBR Sasaram,FTL,AurngbadBR Sasaram DehriSone
502,Del -- Gurgaon,13.0,48.67331120335394,1,1,Haryana,Delhi,Del,Carting,Gurgaon
503,Bhiwandi -- Gurgaon,13.0,1078.2360111333314,1,1,Haryana,Maharashtra,Bhiwandi,FTL,Gurgaon
504,Hyderabad -- Hyderabad,13.0,35.58991683633973,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
505,Mumbai -- Bhiwandi,13.0,22.832395260131566,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
506,Bengaluru -- Bengaluru,13.0,24.254141226431116,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
507,Mumbai Bhiwandi -- Bhiwandi Mumbai,13.0,21.223104146792462,1,1,Maharashtra,Maharashtra,Mumbai Bhiwandi,Carting,Bhiwandi Mumbai
508,Unjha Patan Bhabhar Mehsana Radhanpur -- Patan Bhabhar Radhanpur Unjha Mehsana,13.0,89.50738389690557,1,1,Gujarat,Gujarat,Unjha Patan Bhabhar Mehsana Radhanpur,FTL,Patan Bhabhar Radhanpur Unjha Mehsana
509,Hyderabad -- Hyderabad,13.0,17.705948355232717,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
510,Manbazar Khatra Simlapal Hura -- Khatra Simlapal Hura Manbazar,13.0,88.05752104375756,1,1,West Bengal,West Bengal,Manbazar Khatra Simlapal Hura,FTL,Khatra Simlapal Hura Manbazar
511,Gurgaon Muzaffrpur Purnia -- Muzaffrpur Purnia Gurgaon,13.0,2016.9419151617515,2,2,Bihar Haryana,Haryana Bihar,Gurgaon Muzaffrpur Purnia,FTL,Muzaffrpur Purnia Gurgaon
512,Kolhapur Ratnagiri Shirala -- Ratnagiri Shirala Kolhapur,13.0,154.17448355439527,1,1,Maharashtra,Maharashtra,Kolhapur Ratnagiri Shirala,FTL,Ratnagiri Shirala Kolhapur
513,Gulbarga Chittapur Sedam Chincholi -- Chittapur Sedam Chincholi Gulbarga,13.0,149.6692705487853,1,1,Karnataka,Karnataka,Gulbarga Chittapur Sedam Chincholi,Carting,Chittapur Sedam Chincholi Gulbarga
514,Ludhiana -- Chandigarh,13.0,87.75524797015564,1,1,Punjab,Punjab,Ludhiana,FTL,Chandigarh
515,PNQ -- Pune,13.0,10.049565971466775,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
516,Tiruchi -- Tiruchi,13.0,14.205495954909445,1,1,Tamil Nadu,Tamil Nadu,Tiruchi,Carting,Tiruchi
517,Aluva Arimbur Sankaramangalam Shoranur Pazhayannur Thrissur -- Arimbur Sankaramangalam Shoranur Pazhayannur Thrissur Aluva,12.0,151.7448453814868,1,1,Kerala,Kerala,Aluva Arimbur Sankaramangalam Shoranur Pazhayannur Thrissur,Carting,Arimbur Sankaramangalam Shoranur Pazhayannur Thrissur Aluva
518,Jaipur Chaksu SawaiMadhopur Tonk -- Chaksu Tonk Jaipur SawaiMadhopur,12.0,67.18272092290887,1,1,Rajasthan,Rajasthan,Jaipur Chaksu SawaiMadhopur Tonk,Carting,Chaksu Tonk Jaipur SawaiMadhopur
519,Khammam Kodad Kusumnchi -- Kodad Kusumnchi Khammam,12.0,77.944004887441,1,1,Telangana,Telangana,Khammam Kodad Kusumnchi,FTL,Kodad Kusumnchi Khammam
520,Bengaluru -- Bengaluru,12.0,41.42528923970826,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
521,Kolkata -- CCU,12.0,16.68609462357438,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
522,Trivandrum Kollam -- Kollam Aluva,12.0,152.9258489732949,1,1,Kerala,Kerala,Trivandrum Kollam,FTL,Kollam Aluva
523,Aluva Cochin -- Cochin Aluva,12.0,32.84735235389298,1,1,Kerala,Kerala,Aluva Cochin,Carting,Cochin Aluva
524,Bengaluru -- Bengaluru,12.0,28.38856101710877,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
525,Sonipat -- Gurgaon,12.0,72.59173123866042,1,1,Haryana,Haryana,Sonipat,Carting,Gurgaon
526,Ludhiana -- Chandigarh,12.0,87.82088422017218,1,1,Punjab,Punjab,Ludhiana,FTL,Chandigarh
527,Bengaluru -- Bengaluru,12.0,28.630772969528223,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
528,Rewari Narnaul Gurgaon Bhiwadi Neemrana -- Gurgaon Rewari Neemrana Dharuhera Narnaul,12.0,104.18342061917622,2,2,Haryana Rajasthan,Haryana Rajasthan,Rewari Narnaul Gurgaon Bhiwadi Neemrana,FTL,Gurgaon Rewari Neemrana Dharuhera Narnaul
529,Bhiwandi Mumbai -- Mumbai Bhiwandi,12.0,24.442603604428097,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
530,Panipat Karnal Sonipat -- Karnal Sonipat Panipat,12.0,70.60872367574781,1,1,Haryana,Haryana,Panipat Karnal Sonipat,FTL,Karnal Sonipat Panipat
531,Surat -- Surat,12.0,10.556968341383387,1,1,Gujarat,Gujarat,Surat,Carting,Surat
532,Bengaluru -- Bengaluru,12.0,42.34584681875628,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
533,Neemuch BariSadri Chittaurgarh Nimbahera -- BariSadri Chittaurgarh Nimbahera Neemuch,12.0,90.47689462587921,2,2,Rajasthan Madhya Pradesh,Madhya Pradesh Rajasthan,Neemuch BariSadri Chittaurgarh Nimbahera,FTL,BariSadri Chittaurgarh Nimbahera Neemuch
534,Kamarpukur Kolkata Tarkeshwar Khanakul Arambag MirzapurWB -- MirzapurWB Tarkeshwar Khanakul Arambag Kamarpukur Kolkata,12.0,70.125590078499,1,1,West Bengal,West Bengal,Kamarpukur Kolkata Tarkeshwar Khanakul Arambag MirzapurWB,FTL,MirzapurWB Tarkeshwar Khanakul Arambag Kamarpukur Kolkata
535,Allahabad Satna Churhat Sidhi Maihar Rewa -- Satna Rewa Sidhi Allahabad Maihar Churhat,12.0,266.34404839950804,2,2,Madhya Pradesh Uttar Pradesh,Uttar Pradesh Madhya Pradesh,Allahabad Satna Churhat Sidhi Maihar Rewa,FTL,Satna Rewa Sidhi Allahabad Maihar Churhat
536,Bengaluru -- BLR,12.0,15.067041703132183,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
537,Malda Manikchak Paranpur Samsi Chanchal -- Manikchak Paranpur Samsi Malda Chanchal,12.0,43.62883497051658,1,1,West Bengal,West Bengal,Malda Manikchak Paranpur Samsi Chanchal,Carting,Manikchak Paranpur Samsi Malda Chanchal
538,Itahar Kaliyaganj Malda Raiganj -- Kaliyaganj Malda Itahar Raiganj,12.0,69.87758991215946,1,1,West Bengal,West Bengal,Itahar Kaliyaganj Malda Raiganj,Carting,Kaliyaganj Malda Itahar Raiganj
539,Gangarampr Bamangola Balurghat -- Balurghat Gangarmpur Gangarampr Malda,12.0,33.15789343049148,1,1,West Bengal,West Bengal,Gangarampr Bamangola Balurghat,Carting,Balurghat Gangarmpur Gangarampr Malda
540,Mungaoli Bina Khurai Sagar -- Bina Khurai Rehli Mungaoli,12.0,102.97789491307861,1,1,Madhya Pradesh,Madhya Pradesh,Mungaoli Bina Khurai Sagar,FTL,Bina Khurai Rehli Mungaoli
541,Theni Cumbum Kattappana Usilampatti Madurai -- Cumbum Kattappana Madurai Theni,12.0,147.3364553616042,2,2,Tamil Nadu Kerala,Tamil Nadu Kerala,Theni Cumbum Kattappana Usilampatti Madurai,FTL,Cumbum Kattappana Madurai Theni
542,Pratapgarh Mandsaur Sitamau -- Mandsaur Sitamau Pratapgarh,12.0,102.48987515102543,2,2,Madhya Pradesh Rajasthan,Rajasthan Madhya Pradesh,Pratapgarh Mandsaur Sitamau,FTL,Mandsaur Sitamau Pratapgarh
543,Bengaluru -- Bengaluru,12.0,39.67146574024053,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
544,Kanpur -- Kanpur,12.0,26.659887383514796,1,1,Uttar Pradesh,Uttar Pradesh,Kanpur,Carting,Kanpur
545,Cjb Coimbatore -- Coimbatore Cjb,12.0,30.509563456962045,1,1,Tamil Nadu,Tamil Nadu,Cjb Coimbatore,Carting,Coimbatore Cjb
546,MAA Hyderabad Bhopal -- Hyderabad Bhopal Gurgaon,12.0,1048.6870143955482,3,3,Telangana Madhya Pradesh Haryana,Tamil Nadu Telangana Madhya Pradesh,MAA Hyderabad Bhopal,FTL,Hyderabad Bhopal Gurgaon
547,Kumbakonam Mylduthuri Mannargudi -- Mylduthuri Mannargudi Thirukkatupli,12.0,131.697659184404,1,1,Tamil Nadu,Tamil Nadu,Kumbakonam Mylduthuri Mannargudi,FTL,Mylduthuri Mannargudi Thirukkatupli
548,Bengaluru -- Bengaluru,12.0,24.4752337538129,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
549,Gurgaon Vijayawada -- Vijayawada Hyderabad,12.0,1481.9261359905558,2,2,Andhra Pradesh Telangana,Haryana Andhra Pradesh,Gurgaon Vijayawada,FTL,Vijayawada Hyderabad
550,Chennai -- Chennai,12.0,16.130861477432216,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
551,Bengaluru -- Bengaluru Aluva,12.0,286.4702916061577,1,2,Karnataka Kerala,Karnataka,Bengaluru,FTL,Bengaluru Aluva
552,Gurgaon -- Sonipat,12.0,71.04664413703487,1,1,Haryana,Haryana,Gurgaon,Carting,Sonipat
553,Bengaluru -- Bengaluru,12.0,18.54322808889191,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
554,Bengaluru -- Bengaluru,12.0,18.601506516143896,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
555,"Mainpuri Farrukhbad Shahabad Tilhar Jalalabad Chhibramau
 Aliganj Shahjhnpur -- Farrukhbad Shahabad Shahjhnpur Jalalabad Aliganj Chhibramau
 Mainpuri Tilhar",12.0,207.24705667359572,1,1,Uttar Pradesh,Uttar Pradesh,"Mainpuri Farrukhbad Shahabad Tilhar Jalalabad Chhibramau
 Aliganj Shahjhnpur",FTL,"Farrukhbad Shahabad Shahjhnpur Jalalabad Aliganj Chhibramau
 Mainpuri Tilhar"
556,MAA -- Chennai,12.0,31.534480462603614,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
557,Bhiwandi -- Mumbai,12.0,16.56658346997662,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
558,Tirunelveli Vallior Marthandam -- Vallior Nagarcoil Tirunelveli,12.0,142.00394981718492,1,1,Tamil Nadu,Tamil Nadu,Tirunelveli Vallior Marthandam,FTL,Vallior Nagarcoil Tirunelveli
559,Durgapur Kolkata -- Kolkata Durgapur,12.0,193.98847325694737,1,1,West Bengal,West Bengal,Durgapur Kolkata,FTL,Kolkata Durgapur
560,Del -- Delhi,12.0,10.375296412555107,1,1,Delhi,Delhi,Del,Carting,Delhi
561,Bangarapet Bethamangala Bengaluru Malur -- Bethamangala Bangarapet Malur Bengaluru,12.0,88.05182431818565,1,1,Karnataka,Karnataka,Bangarapet Bethamangala Bengaluru Malur,Carting,Bethamangala Bangarapet Malur Bengaluru
562,MAA Chennai -- Chennai MAA,12.0,33.672733984899914,1,1,Tamil Nadu,Tamil Nadu,MAA Chennai,Carting,Chennai MAA
563,"Pondicherry Cuddalore Chidambaram Sirkazhi Karaikal
 Nagapttinm Thiruvarur -- Cuddalore Chidambaram Sirkazhi Karaikal Nagapttinm Thiruvarur
 Pondicherry",12.0,230.2536020863552,2,2,Tamil Nadu Pondicherry,Pondicherry Tamil Nadu,"Pondicherry Cuddalore Chidambaram Sirkazhi Karaikal
 Nagapttinm Thiruvarur",FTL,"Cuddalore Chidambaram Sirkazhi Karaikal Nagapttinm Thiruvarur
 Pondicherry"
564,Chandigarh -- Ludhiana,12.0,88.6063528600799,1,1,Punjab,Punjab,Chandigarh,FTL,Ludhiana
565,"Mysore Nanjangud Gundlupet Chamarjngr Kollegala Malavalli
 Tirumakudalu -- Nanjangud Gundlupet Chamarjngr Kollegala Malavalli
 Tirumakudalu Mysore",12.0,154.32418972802103,1,1,Karnataka,Karnataka,"Mysore Nanjangud Gundlupet Chamarjngr Kollegala Malavalli
 Tirumakudalu",FTL,"Nanjangud Gundlupet Chamarjngr Kollegala Malavalli
 Tirumakudalu Mysore"
566,Bengaluru -- Bengaluru,12.0,20.16458666932223,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
567,Ahmedabad -- Mehsana,12.0,81.85284566781831,1,1,Gujarat,Gujarat,Ahmedabad,FTL,Mehsana
568,Chennai -- Chennai,12.0,16.591583191903243,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
569,Bihta Arrah -- Arrah Arwal,12.0,48.294643612159774,1,1,Bihar,Bihar,Bihta Arrah,FTL,Arrah Arwal
570,Gurgaon -- Sonipat,12.0,70.29269500391437,1,1,Haryana,Haryana,Gurgaon,Carting,Sonipat
571,LowerParel -- Mumbai,12.0,14.990811273645457,1,1,Maharashtra,Maharashtra,LowerParel,Carting,Mumbai
572,Kolkata Bhubaneshwar Visakhapatnam -- Bhubaneshwar Visakhapatnam Hyderabad,12.0,1097.3338328336076,3,3,Orissa Andhra Pradesh Telangana,West Bengal Orissa Andhra Pradesh,Kolkata Bhubaneshwar Visakhapatnam,FTL,Bhubaneshwar Visakhapatnam Hyderabad
573,Mehsana Vadnagar Palanpur Deesa -- Vadnagar Palanpur Deesa Mehsana,12.0,141.17310400636504,1,1,Gujarat,Gujarat,Mehsana Vadnagar Palanpur Deesa,FTL,Vadnagar Palanpur Deesa Mehsana
574,Delhi Aligarh Mainpuri Shikohabad Firozabad -- Aligarh Mainpuri Shikohabad Firozabad Delhi,12.0,378.5707043480672,2,2,Uttar Pradesh Delhi,Delhi Uttar Pradesh,Delhi Aligarh Mainpuri Shikohabad Firozabad,FTL,Aligarh Mainpuri Shikohabad Firozabad Delhi
575,Sonipat -- Gurgaon,12.0,72.75061860792998,1,1,Haryana,Haryana,Sonipat,Carting,Gurgaon
576,Visakhapatnam Bheemunipatnam Vizianagaram -- Vizianagaram Visakhapatnam Bheemunipatnam,12.0,81.92048514323564,1,1,Andhra Pradesh,Andhra Pradesh,Visakhapatnam Bheemunipatnam Vizianagaram,Carting,Vizianagaram Visakhapatnam Bheemunipatnam
577,"Karimnagar Vemulawada Jagtial Luxettipet Metpally DhrmpuriTS
 nan -- Vemulawada nan DhrmpuriTS Karimnagar Jagtial Metpally
 Luxettipet",12.0,125.94936146218366,1,1,Telangana nan,Telangana nan,"Karimnagar Vemulawada Jagtial Luxettipet Metpally DhrmpuriTS
 nan",FTL,"Vemulawada nan DhrmpuriTS Karimnagar Jagtial Metpally
 Luxettipet"
578,Mumbai -- Bhiwandi,12.0,19.564595223725593,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
579,Bhiwandi Mumbai -- Mumbai Bhiwandi,12.0,24.77289874962835,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
580,Delhi -- FBD,12.0,20.18602845347765,1,1,Haryana,Delhi,Delhi,Carting,FBD
581,Chennai -- MAA,12.0,24.981361657805383,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
582,Pratapgarh Udaipur Banswara -- Udaipur Banswara Pratapgarh,12.0,183.07139929136812,1,1,Rajasthan,Rajasthan,Pratapgarh Udaipur Banswara,FTL,Udaipur Banswara Pratapgarh
583,Bhiwandi Mumbai -- Mumbai Bhiwandi,12.0,28.345800425491063,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
584,Pune -- Aurangabad,12.0,202.99647339068994,1,1,Maharashtra,Maharashtra,Pune,FTL,Aurangabad
585,Chandigarh -- Chandigarh,12.0,31.426572845233565,1,1,Punjab,Chandigarh,Chandigarh,Carting,Chandigarh
586,Bengaluru -- Bengaluru,12.0,28.193030232599224,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
587,Jairampur Margherita -- Margherita Jairampur,12.0,63.640877082389046,2,2,Assam Arunachal Pradesh,Arunachal Pradesh Assam,Jairampur Margherita,Carting,Margherita Jairampur
588,Pune -- PNQ,12.0,10.032462900995156,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
589,Bengaluru -- Bengaluru,12.0,39.7348267383016,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
590,Coimbatore -- Tirupur,12.0,23.107747477124956,1,1,Tamil Nadu,Tamil Nadu,Coimbatore,FTL,Tirupur
591,Bhandara -- Bhandara Savner,12.0,101.52587689041673,1,1,Maharashtra,Maharashtra,Bhandara,Carting,Bhandara Savner
592,Purnia Narpatganj Simrahi Araria Raniganj nan -- Araria Simrahi Purnia nan Raniganj,12.0,166.33059031209942,1,1,Bihar nan,Bihar nan,Purnia Narpatganj Simrahi Araria Raniganj nan,FTL,Araria Simrahi Purnia nan Raniganj
593,Goa Canacona Ankola Honnavar Bhatkal -- Canacona Mangalore Honnavar Bhatkal Ankola,12.0,266.10875766955905,2,2,Goa Karnataka,Goa Karnataka,Goa Canacona Ankola Honnavar Bhatkal,FTL,Canacona Mangalore Honnavar Bhatkal Ankola
594,Bhopal Narsinghgarh Pachore Shajapur Shujalpur -- Narsinghgarh Pachore Shajapur Bhopal Shujalpur,12.0,203.61713914985307,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal Narsinghgarh Pachore Shajapur Shujalpur,FTL,Narsinghgarh Pachore Shajapur Bhopal Shujalpur
595,Chandigarh -- Sonipat,12.0,174.26145484935103,1,1,Haryana,Punjab,Chandigarh,FTL,Sonipat
596,Tiruchi -- Tiruchi,12.0,15.900678471831855,1,1,Tamil Nadu,Tamil Nadu,Tiruchi,Carting,Tiruchi
597,Ahmedabad -- Gandhidham,12.0,254.57754009060966,1,1,Gujarat,Gujarat,Ahmedabad,FTL,Gandhidham
598,Bengaluru -- Bengaluru,12.0,20.38169006700154,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
599,"Guwahati Rangia Kokrajhar Dhubri Bilasipara Tura Nalbari
 Barpeta Bongaigaon Lakhipur -- Rangia Nalbari Dhubri Bilasipara Lakhipur Guwahati Barpeta
 Bongaigaon Kokrajhar Tura",12.0,332.60222492932445,2,2,Assam Meghalaya,Assam Meghalaya,"Guwahati Rangia Kokrajhar Dhubri Bilasipara Tura Nalbari
 Barpeta Bongaigaon Lakhipur",FTL,"Rangia Nalbari Dhubri Bilasipara Lakhipur Guwahati Barpeta
 Bongaigaon Kokrajhar Tura"
600,Mehsana Himmatnagar Modasa Khedbrahma -- Himmatnagar Modasa Khedbrahma Mehsana,11.0,168.81212737580367,1,1,Gujarat,Gujarat,Mehsana Himmatnagar Modasa Khedbrahma,FTL,Himmatnagar Modasa Khedbrahma Mehsana
601,Banka Bhagalpur -- Bhagalpur Kahalgaon,11.0,62.390172445589094,1,1,Bihar,Bihar,Banka Bhagalpur,FTL,Bhagalpur Kahalgaon
602,Gurgaon -- KN,11.0,46.1443030582902,1,1,Delhi,Haryana,Gurgaon,Carting,KN
603,Srirangapatna Mandya Ramanagara Kanakapura Bengaluru -- Mandya Chanapatna Kanakapura Bengaluru Mysore,11.0,230.7515285714427,1,1,Karnataka,Karnataka,Srirangapatna Mandya Ramanagara Kanakapura Bengaluru,FTL,Mandya Chanapatna Kanakapura Bengaluru Mysore
604,Hyderabad Anantapur -- Anantapur Bengaluru,11.0,457.73165223685265,2,2,Andhra Pradesh Karnataka,Telangana Andhra Pradesh,Hyderabad Anantapur,FTL,Anantapur Bengaluru
605,Bhopal -- Bhopal,11.0,13.464267404726787,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal,Carting,Bhopal
606,Noida -- Gurgaon,11.0,61.708981076820585,1,1,Haryana,Uttar Pradesh,Noida,Carting,Gurgaon
607,Delhi Gurgaon Hisar Hansi Meham -- Gurgaon Hisar Delhi Hansi Meham,11.0,251.18912553154715,2,2,Haryana Delhi,Delhi Haryana,Delhi Gurgaon Hisar Hansi Meham,FTL,Gurgaon Hisar Delhi Hansi Meham
608,Noida Dadri -- Dadri Noida,11.0,26.61316800396878,1,1,Uttar Pradesh,Uttar Pradesh,Noida Dadri,Carting,Dadri Noida
609,Mehsana Kadi -- Kadi Ahmedabad,11.0,84.69153889830976,1,1,Gujarat,Gujarat,Mehsana Kadi,FTL,Kadi Ahmedabad
610,Hyderabad Bhopal -- Bhopal Gurgaon,11.0,1124.123332092348,2,2,Madhya Pradesh Haryana,Telangana Madhya Pradesh,Hyderabad Bhopal,FTL,Bhopal Gurgaon
611,Kolkata -- CCU,11.0,23.623529746125243,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
612,Bhiwandi Mumbai -- Mumbai Bhiwandi,11.0,39.88281020108234,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
